Id,SalePrice
1461,122445.63865202472
1462,157268.50115024231
1463,191336.99712748197
1464,204896.88669400592
1465,191314.35697967984
1466,177103.78865768196
1467,175236.25542019968
1468,166225.13114378744
1469,178893.2171747111
1470,125799.88228671424
1471,191620.13047444675
1472,99201.11028659037
1473,96488.94004269908
1474,146542.76303680407
1475,110254.34026667764
1476,370370.21867322165
1477,240945.75220171333
1478,284648.3961247582
1479,289537.4388456982
1480,461280.13024325424
1481,308669.63298735634
1482,208748.48214611268
1483,180236.36720314628
1484,165228.18904880816
1485,191263.4949064211
1486,197495.7813303881
1487,342993.61304863135
1488,219178.61461385916
1489,197981.73145431557
1490,242364.81907041054
1491,198959.01228762104
1492,94771.14272136123
1493,180117.00913723203
1494,290723.7798800432
1495,286143.3866076408
1496,235962.94234821986
1497,177312.1274486435
1498,169795.65880515045
1499,160839.12541815027
1500,161020.0848126773
1501,176465.02700635925
1502,149872.56185436755
1503,283168.49057298957
1504,240036.07410235214
1505,221430.1611467853
1506,185602.06772938874
1507,248257.77182565705
1508,198527.197150423
1509,160679.7618607552
1510,150488.92674545906
1511,154018.03993089413
1512,173884.83769495002
1513,147810.05348421907
1514,154857.0690937058
1515,191496.267728685
1516,154703.68318463117
1517,159325.61722585498
1518,130287.1864286067
1519,207092.58505775494
1520,132391.9502918414
1521,137726.20456633912
1522,179832.08963808772
1523,111076.5181244153
1524,123792.27185523821
1525,120577.39255506317
1526,112638.79239188561
1527,108187.9003770885
1528,133795.32293516278
1529,151532.53550662156
1530,175912.74222408354
1531,122662.22076477199
1532,98911.41763757041
1533,143926.15563105882
1534,124794.08450744378
1535,148229.12004509347
1536,107716.77159449975
1537,64601.429613693654
1538,140290.16484460392
1539,176221.31151663707
1540,92386.02870493993
1541,145150.83486479335
1542,140968.1528452608
1543,188051.21633049642
1544,88369.20131750565
1545,112885.29352938218
1546,135218.60279878083
1547,141914.06684301238
1548,135736.24252809532
1549,119078.07232106132
1550,136160.21627660963
1551,109257.44490239533
1552,138475.41100377333
1553,146496.93023614702
1554,113090.67700851818
1555,162363.61579748607
1556,94146.19149018145
1557,108361.42535808375
1558,107416.63738822858
1559,63162.29684804966
1560,139094.05327719467
1561,131936.36965209694
1562,131210.10514511462
1563,122457.71495895504
1564,156238.62806978408
1565,154978.1461920767
1566,223043.74531099424
1567,83625.61417810747
1568,246364.6834401289
1569,133454.85660636873
1570,136811.05384579703
1571,118759.38093316372
1572,143549.33846546535
1573,230446.29765112378
1574,122400.71780797285
1575,217514.4040290329
1576,247558.02258512742
1577,188842.94350336274
1578,145245.89196735783
1579,149740.3336989558
1580,195496.6027002936
1581,158519.04922140745
1582,122503.51175598326
1583,287346.5628940733
1584,217060.45572200316
1585,141984.79632135507
1586,68447.72631559549
1587,101902.65844715809
1588,147611.03247261568
1589,105592.89920289852
1590,133384.95044741355
1591,93975.22607777259
1592,124092.45099833855
1593,128135.07220478977
1594,127533.53939286413
1595,106374.8769832096
1596,220717.14597656048
1597,187878.9949258316
1598,221414.46794327945
1599,152862.75561886598
1600,153882.70522045757
1601,69515.28675110507
1602,120194.21630680394
1603,82275.38883918256
1604,258821.38186237458
1605,230123.21212292844
1606,165975.13988366356
1607,159601.13088488212
1608,227973.761106393
1609,184237.75232653265
1610,157892.53254281296
1611,144901.66366485337
1612,175790.02898827294
1613,165792.17315388616
